Class	Order	Family	genspec	Common Name	tsn	accepted_tsn
Anthozoa	Scleractinia	Faviidae	Diploria labyrinthiformis	Grooved brain coral	53286	53286
Anthozoa	Scleractinia	Faviidae	Diploria strigosa	Brain coral	53287	53287
Anthozoa	Scleractinia	Faviidae	Favia fragum	Golfball coral	53267	53267
Anthozoa	Scleractinia	Faviidae	Favia sp.	NA	NA	NA
Anthozoa	Scleractinia	Faviidae	Manicina areolata	Rose coral	53281	53281
Anthozoa	Scleractinia	Faviidae	Manicina mayori	NA	NA	NA
Anthozoa	Scleractinia	Faviidae	Montastraea annularis	Boulder star coral	53256	53256
Anthozoa	Scleractinia	Faviidae	Montastraea cavernosa	Great star coral	53255	53255
Anthozoa	Scleractinia	Faviidae	Montastraea complex	NA	NA	NA
Anthozoa	Scleractinia	Faviidae	Montastraea faveolata	NA	572291	572291
Anthozoa	Scleractinia	Faviidae	Montastraea franksi	NA	572292	572292
Anthozoa	Scleractinia	Faviidae	Solenastrea bournoni	Smooth star coral	53253	53253
Anthozoa	Scleractinia	Faviidae	Solenastrea hyades	Knobby star coral	53252	53252
Anthozoa	Scleractinia	Meandrinidae	Dichocoenia stellaris	Pan care star coral	53421	53421
Anthozoa	Scleractinia	Meandrinidae	Dichocoenia stockesii	Elliptical star coral	NA	NA
Anthozoa	Scleractinia	Meandrinidae	Meandrina brasilensis	NA	NA	NA
Anthozoa	Scleractinia	Meandrinidae	Meandrina meandrites	Maze coral	53423	53423
Anthozoa	Scleractinia	Mussidae	Isophyllastrea rigida	Rough star coral	53495	53495
Anthozoa	Scleractinia	Mussidae	Isophyllia sinuosa	Sinuous cactus coral	53476	53476
Anthozoa	Scleractinia	Mussidae	Mussa angulosa	Spiny flower coral	53474	53474
Anthozoa	Scleractinia	Mussidae	Mycetophyllia aliciae	Knobby cactus coral	53482	53482
Anthozoa	Scleractinia	Mussidae	Mycetophyllia danaana	Lowridge cactus coral	NA	NA
Anthozoa	Scleractinia	Mussidae	Mycetophyllia ferox	Rough cactus coral	53481	53481
Anthozoa	Scleractinia	Mussidae	Mycetophyllia lamarckiana	Ridges cactus coral	53479	53479
Anthozoa	Scleractinia	Mussidae	Mycetophyllia reesi	Ridgeless cactus coral	53483	53483
Anthozoa	Scleractinia	Mussidae	Scolymia cubensis	Artichoke/Solitary disc coral	53486	53486
Anthozoa	Scleractinia	Mussidae	Scolymia lacera	Atlantic mushroom coral	53485	53485
Anthozoa	Scleractinia	Mussidae	Scolymia wellsi	Solitary disk coral	53487	53487
Anthozoa	Scleractinia	Oculinidae	Oculina diffusa	Ivory bush coral	53395	53395
Anthozoa	Scleractinia	Pocilloporidae	Madracis decactis	Ten-ray star coral	53009	53009
Anthozoa	Scleractinia	Pocilloporidae	Madracis mirabilis	Yellow pencil coral	53011	53012
Anthozoa	Scleractinia	Poritidae	Porites astreoides	Mustard hill coral	53184	53184
Anthozoa	Scleractinia	Poritidae	Porites colonensis	Honeycomb plate coral	572391	572391
Anthozoa	Scleractinia	Poritidae	Porites divaricata	Thin finger coral	53185	53185
Anthozoa	Scleractinia	Poritidae	Porites furcata	Branched finger coral	53187	53187
Anthozoa	Scleractinia	Poritidae	Porites porites	Clubtip finger coral	53180	53180
Anthozoa	Scleractinia	Seriatoporidae	Madracis luciphila	Encrusting star coral	NA	NA
Anthozoa	Scleractinia	Seriatoporidae	Madracis pharensis	NA	53014	53014
Anthozoa	Scleractinia	Siderastreidae	Siderastrea radians	Lesser starlet coral	53091	53091
Anthozoa	Scleractinia	Siderastreidae	Siderastrea siderea	Massive starlet coral	53090	53090
Anthozoa	Scleractinia	Stylophoridae	Madracis asperula	NA	53008	53008
Anthozoa	Telestacea	Telestidae	Carijoa riisei	White telesto	719211	719211
Anthozoa	Zoanthidea	Parazoanthidae	Isozoanthus antumbrosus	NA	NA	NA
Anthozoa	Zoanthidea	Zoanthidae	Palythoa caribaeorum	White encrusting zoanthid	NA	NA
Anthozoa	Zoanthidea	Zoanthidae	Zoanthus pulchellus	Mat zoanthid	52441	52441
Cubozoa	Cubomedusae	Carybdeidae	Carybdea sp.	NA	NA	NA
Cubozoa	Cubomedusae	Carybdeidae	Carybdea xaymacana	NA	NA	NA
Hydrozoa	Actinulida	Halammohydridae	Halammohydra sp.1	NA	NA	NA
Hydrozoa	Actinulidae	Halammohydridae	Halammohydra sp.	NA	NA	NA
Hydrozoa	Actinulidae	Halammohydridae	Otohydra sp.	NA	NA	NA
Hydrozoa	Anthoathecata	Bougainvilliidae	Bimeria vestita	NA	48872	48872
Hydrozoa	Anthoathecata	Bougainvilliidae	Parawrightia robusta	NA	NA	NA
Hydrozoa	Anthoathecata	Bougainvilliidae	Silhouetta uvacarpa	NA	NA	NA
Hydrozoa	Anthoathecata	Bougainvilliidae	Undet. sp. 1	NA	NA	NA
Hydrozoa	Anthoathecata	Bougainvilliidae	Undet. sp. 2	NA	NA	NA
Hydrozoa	Anthoathecata	Bougainvilliidae	Undet. sp. 3	NA	NA	NA
Hydrozoa	Anthoathecata	Cladonematidae	Cladonema radiatum	NA	49004	49004
Hydrozoa	Anthoathecata	Cordylophoridae	Corydendrium parasiticum	NA	48909	48909
Hydrozoa	Anthoathecata	Cordylophoridae	Rhizodendrium sp. nov.	NA	NA	NA
Hydrozoa	Anthoathecata	Cordylophoridae	Turritopsis nutricula	NA	48898	48898
Hydrozoa	Anthoathecata	Corynidae	Dipurena brownei	NA	49024	49024
Hydrozoa	Anthoathecata	Corynidae	Dipurena sp.	NA	NA	NA
Hydrozoa	Anthoathecata	Corynidae	Sarsia sp.	NA	NA	NA
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium aff. album	NA	NA	NA
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium bermudense	NA	NA	NA
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium capillare	NA	49101	49101
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium carneum	NA	49106	49106
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium sp.	NA	NA	NA
Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium sp. 2	NA	NA	NA
Hydrozoa	Anthoathecata	Eudendriidae	Myrionema ambionense	NA	NA	NA
Hydrozoa	Anthoathecata	Milleporidae	Millepora alcicornis	Encrusting firecoral	50877	50877
Hydrozoa	Anthoathecata	Milleporidae	Millepora squarrosa	NA	50878	50878
Hydrozoa	Anthoathecata	Pennariidae	Pennaria disticha	NA	48992	48992
Hydrozoa	Anthoathecata	Stylasteridae	Stylaster roseus	Rose lace coral	50920	50920
Hydrozoa	Anthoathecata	Zancleidae	Zanclea prolifera	NA	NA	NA
Hydrozoa	Anthoathecata (sub order capitata)	Hydrocorynidae	Hydrocoryne sp.	NA	NA	NA
Hydrozoa	Anthoathecata (sub order capitata)	Milleporidae	Millepora complanata	Bladed fire coral	50880	50880
Hydrozoa	Anthoathecata (sub order capitata)	Solanderiidae	Solanderia gracilis	NA	49129	49129
Hydrozoa	Anthoathecata (sub order capitata)	Zancleidae	Zanclea sp.	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Corynidae	Coryne sp. nov.	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Sphaerocorynidae	Sphaerocoryne bedoti	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Tubulariidae	Ectopleura mayeri	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Tubulariidae	Ralpharia gorgoniae	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Tubulariidae	Ralpharia sp.	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Tubulariidae	Zyzzyzus calderi	NA	NA	NA
Hydrozoa	Anthoathecata (suborder capitata)	Tubulariidae	Zyzzyzus floridanus	NA	49465	49465
Hydrozoa	Anthoathecata (suborder capitata)	Zancleidae	Zanclea alba	NA	NA	NA
Hydrozoa	Anthoathecatae	Pennariidae	Halocordyle disticha	NA	49442	48992
Hydrozoa	Leptomedusae	Campanulariidae	Obelia geniculata	NA	49522	49522
Hydrozoa	Leptothecata	Aglaopheniidae	Aglaophenia dubia	NA	719151	719151
Hydrozoa	Leptothecata	Aglaopheniidae	Aglaophenia latecarinata	NA	50336	50336
Hydrozoa	Leptothecata	Aglaopheniidae	Macrorhynchia philippina	NA	50410	50410
Hydrozoa	Leptothecata	Campanulariidae	Clytia gracilis	NA	204111	204111
Hydrozoa	Leptothecata	Campanulariidae	Clytia hemisphaerica	NA	49583	49583
Hydrozoa	Leptothecata	Campanulariidae	Clytia latitheca	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Clytia linearis	NA	49606	49606
Hydrozoa	Leptothecata	Campanulariidae	Clytia noliformis	NA	49592	49592
Hydrozoa	Leptothecata	Campanulariidae	Clytia paulensis	NA	49585	49585
Hydrozoa	Leptothecata	Campanulariidae	Clytia sp. a	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Clytia sp. b	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Clytia sp. c	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Clytia sp. d	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Clytia stolonifera	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Obelia bidentata	NA	49532	49532
Hydrozoa	Leptothecata	Campanulariidae	Obelia dichotoma	NA	49519	49519
Hydrozoa	Leptothecata	Campanulariidae	Obelia sp.	NA	NA	NA
Hydrozoa	Leptothecata	Campanulariidae	Orthopyxis sp.	NA	NA	NA
Hydrozoa	Leptothecata	Haleciidae	Halecium lightbourni	NA	NA	NA
Hydrozoa	Leptothecata	Haleciidae	Halecium nanum	NA	50198	50198
Hydrozoa	Leptothecata	Haleciidae	Halecium sp.	NA	NA	NA
Hydrozoa	Leptothecata	Haleciidae	Halecium tenellum	NA	50166	50166
Hydrozoa	Leptothecata	Haleciidae	Hydranthea sp.	NA	NA	NA
Hydrozoa	Leptothecata	Haleciidae	Nemalecium lighti	NA	NA	NA
Hydrozoa	Leptothecata	Haleciidae	Sagamihydra dyssymetra	NA	719137	719137
Hydrozoa	Leptothecata	Halopterididae	Antennella curvitheca	NA	NA	NA
Hydrozoa	Leptothecata	Halopterididae	Antennella secundaria	NA	50379	50379
Hydrozoa	Leptothecata	Halopterididae	Halopteris alternata	NA	719148	719148
Hydrozoa	Leptothecata	Halopterididae	Halopteris carinata	NA	50394	50394
Hydrozoa	Leptothecata	Incertae sedis	Lafoeina amirantensis	NA	NA	NA
Hydrozoa	Leptothecata	Kirchenpaueriidae	Ventromma haleciodes	NA	NA	NA
Hydrozoa	Leptothecata	Plumulariidae	Dentitheca dendritica	NA	719141	719141
Hydrozoa	Leptothecata	Plumulariidae	Monotheca margaretta	NA	719143	719143
Hydrozoa	Leptothecata	Plumulariidae	Plumularia floridana	NA	50241	50241
Hydrozoa	Leptothecata	Plumulariidae	Plumularia setacea	NA	50234	50234
Hydrozoa	Leptothecata	Plumulariidae	Plumularia strictocarpa	NA	50274	50274
Hydrozoa	Leptothecata	Syntheciidae	Diphasia tropica	NA	50038	50038
Hydrozoa	Leptothecata	Syntheciidae	Dynamena crisiodes	NA	50027	719161
Hydrozoa	Leptothecata	Syntheciidae	Dynamena disticha	NA	50030	50030
Hydrozoa	Leptothecata	Syntheciidae	Dynamena quadridentata	NA	50022	50022
Hydrozoa	Leptothecata	Syntheciidae	Hincksella formosa	NA	NA	NA
Hydrozoa	Leptothecata	Syntheciidae	Sertularella cylindritheca	NA	NA	NA
Hydrozoa	Leptothecata	Syntheciidae	Sertularella hartlaubi	NA	NA	NA
Hydrozoa	Leptothecata	Syntheciidae	Synthecium tubithecum	NA	50691	50691
Hydrozoa	Leptothecata	Syntheciidae	Tridentata distans	NA	50123	50123
Hydrozoa	Leptothecata	Syntheciidae	Tridentata loculosa	NA	NA	NA
Hydrozoa	Leptothecata	Syntheciidae	Tridentata marginata	NA	50128	50128
Hydrozoa	Leptothecata	Syntheciidae	Tridentata subtilis	NA	NA	NA
Hydrozoa	Leptothecata	Syntheciidae	Tridentata turbinata	NA	50131	50131
Hydrozoa	Leptothecata	Syntheciidae	Tridentata vervoorti	NA	NA	NA
Hydrozoa	Leptothecata	Thyroscyphidae	Cnidoscyphus marginatus	NA	719159	719159
Hydrozoa	Leptothecata	Thyroscyphidae	Sertularelloides sp.	NA	NA	NA
Hydrozoa	Leptothecata	Thyroscyphidae	Symmetroscyphus intermedius	NA	NA	NA
Hydrozoa	Leptothecata	Thyroscyphidae	Thyroscyphus ramosus	NA	50068	50068
Hydrozoa	Milleporina	Milleporidae	Millepora striata	NA	572286	572286
Hydrozoa	Siphonophora	Physaliidae	Physalia physalis	Portuguese man-of-war	719181	719181
Hydrozoa	Siphonophorae	Forskaliidae	Forskalia edwardsi	NA	51418	51418
Hydrozoa	Siphonophorae	Prayidae	Lilyopsis medusa	NA	NA	NA
Hydrozoa	Siphonophorae	Rhizophysidae	Rhizophysa eysenhardti	NA	51432	51432
Hydrozoa	Trachymedusae	Geryoniidae	Liriope tetraphylla	NA	51048	51048
Scyphozoa	Coronatae	Linuchidae	Linuche unguiculata	Thimble Jellyfish	51576	51576
Scyphozoa	Rhizostomeae	Cassiopeidae	Cassiopea frondosa	NA	51763	51763
Scyphozoa	Rhizostomeae	Cassiopeidae	Cassiopea xamachana	Upside-down jellyfish	719074	719074
Scyphozoa	Semaeostomeae	Cyaneidae	Drymonema sp.	NA	NA	NA
Scyphozoa	Semaeostomeae	Pelagiidae	Chrysaora sp. 1	NA	NA	NA
Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia aurita	NA	51701	51701
Nuda	Beroida	Beroidae	Beroe ovata	NA	53956	53956
Tentaculata	Lobata	Bolinopsidae	Mnemiopsis leidyi	NA	53917	53917
Tentaculata	Platyctenida	Coeloplanidae	Coeloplana sp.	NA	NA	NA
Tentaculata	Platyctenida	Coeloplanidae	Vallicula multiformis	NA	53947	53947
Tentaculata	Platyctenida	Coeloplanidae	Vallicula sp.	NA	NA	NA
Trematoda	Echinostomida	Echinostomatidae	Himasthla sp.	NA	NA	NA
Trematoda	Opisthorchiida	Heterophyidae	Euhaplorchis californiensis	NA	57132	57132
Trematoda	Opisthorchiida	Heterophyidae	Phocitremoides ovale	NA	57130	57130
Trematoda	Plagiorchiida	Renicolidae	Renicola cerithidicola	NA	56598	56598
Turbellaria	Acoela	Actinoposthiidae	Actinoposthia sp. panama	NA	NA	NA
Turbellaria	Acoela	Anaperidae	Philachoerus sp. red	NA	NA	NA
Turbellaria	Acoela	Childiidae	Childia crassum	NA	1039356	1039356
Turbellaria	Acoela	Childiidae	Childia groenlandica	NA	53985	53985
Turbellaria	Acoela	Convolutidae	Convoluta sp.	NA	NA	NA
Turbellaria	Acoela	Convolutidae	Heterochaerus sargassi	NA	1038479	1038479
Turbellaria	Acoela	Convolutidae	Praeconvoluta sp. panama	NA	NA	NA
Turbellaria	Acoela	Convolutidae	Proaphanostoma foramivore	NA	NA	NA
Turbellaria	Acoela	Dakuidae	Daku riegeri	NA	1038760	1038760
Turbellaria	Acoela	Haploposthiidae	Exocelis reedi	NA	1039480	1039480
Turbellaria	Acoela	Haploposthiidae	Haploposthia vandula	NA	1038450	1038450
Turbellaria	Acoela	Haploposthiidae	Kuma albiventer	NA	1038856	1038856
Turbellaria	Acoela	Haploposthiidae	Kuma blacki	NA	1038868	1038868
Turbellaria	Acoela	Haploposthiidae	Pseudohaplogonaria caribbea	NA	1047446	1042408
Turbellaria	Acoela	Haploposthiidae	Pseudohaplogonaria sp.	NA	NA	NA
Turbellaria	Acoela	Hofsteniidae	Hofstenia miamia	NA	555642	555642
Turbellaria	Acoela	Isodiametridae	Aphanostoma collinae	NA	1040897	1040897
Turbellaria	Acoela	Isodiametridae	Cf. Avagina marci	NA	NA	NA
Turbellaria	Acoela	Isodiametridae	Diatomovora jacki	NA	1039839	1039839
Turbellaria	Acoela	Isodiametridae	Isodiametra cuernos	NA	1039068	1039068
Turbellaria	Acoela	Isodiametridae	Isodiametra nicki	NA	1039077	1039077
Turbellaria	Acoela	Isodiametridae	Isodiametra sp. 100	NA	NA	NA
Turbellaria	Acoela	Isodiametridae	Isodiametra sp. 105a	NA	NA	NA
Turbellaria	Acoela	Isodiametridae	Isodiametra sp. 105b	NA	NA	NA
Turbellaria	Acoela	Isodiametridae	Isodiametra sp. drago	NA	NA	NA
Turbellaria	Acoela	Isodiametridae	Praeaphanostoma foramivora	NA	1043137	1043137
Turbellaria	Acoela	Isodiametridae	Praeconvoluta bocasensis	NA	1043179	1043179
Turbellaria	Acoela	Isodiametridae	Proaphanostoma tenuissima	NA	1043332	1043332
Turbellaria	Acoela	Sagittiferidae	Antrosagittifera corallina	NA	1040938	1040938
Turbellaria	Polycladida	Cryptocelididae	Phaenocelis medvedica	NA	1041351	1041351
Turbellaria	Polycladida	Cryptocelididae	Phaenocelis peleca	NA	1045627	1041508
Turbellaria	Polycladida	Diposthidae	Diposthus popeae	NA	1040147	1040147
Turbellaria	Polycladida	Discocelidae	Adenoplana evelinae	NA	1041114	1041114
Turbellaria	Polycladida	Euplanidae	Euplanoida sp. 1	NA	NA	NA
Turbellaria	Polycladida	Euryleptidae	Eurylepta aurantiaca	NA	54187	54187
Turbellaria	Polycladida	Euryleptidae	Eurylepta sp. 1	NA	NA	NA
Turbellaria	Polycladida	Euryleptidae	Maritigrella newmanae	NA	1041639	1041639
Turbellaria	Polycladida	Pleioplanidae	Melloplana ferruginea	NA	1041920	1041920
Turbellaria	Polycladida	Prosthiostomidae	Enchiridium evelinae	NA	1039697	1039697
Turbellaria	Polycladida	Pseudocerotidae	Pericelis cata	NA	54219	54219
Turbellaria	Polycladida	Pseudocerotidae	Phrikoceros mopsus	NA	1041486	1041486
Turbellaria	Polycladida	Pseudocerotidae	Pseudobiceros pardalis	NA	1042945	1042945
Turbellaria	Polycladida	Pseudocerotidae	Pseudoceros bicolor	NA	1043060	1043060
Turbellaria	Polycladida	Pseudocerotidae	Pseudoceros harrisi	NA	1042894	1042894
Turbellaria	Polycladida	Pseudocerotidae	Thysanozoon raphaeli	NA	1043247	1043247
Turbellaria	Polycladida	Pseudocerotidae	Thysanozoon sp. 1	NA	NA	NA
Turbellaria	Polycladida	Pseudocerotidae	Thysanozoon sp. 2	NA	NA	NA
Turbellaria	Polycladida	Pseudostylochidae	Idioplana atlantica	NA	1039090	1039090
Turbellaria	Polycladida	Stylochidae	Stylochus sp.	NA	NA	NA
Turbellaria	Polycladida	Stylochoplanidae	Armatoplana leptalea	NA	1041643	1041643
Turbellaria	Polycladida	Stylochoplanidae	Armatoplana sp.	NA	NA	NA
Chromadorea	Monhysterida	Xyalidae	Daptonema sp.	None	NA	NA
Chromadorea	Araeolaimida	Axonolaimidae	Odontophoroides sp.	None	NA	NA
Chromadorea	Araeolaimida	Comesomatidae	Sabatieria sp.	None	NA	NA
Chromadorea	Araeolaimida	Comesomatidae	Setosabatieria sp.	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Atrochromadora sp.	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Dichromadora sp.	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Unidentified sp. 1	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Unidentified sp. 3	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Unidentified sp. 4	None	NA	NA
Chromadorea	Chromadorida	Chromadoridae	Unidentified sp. 5	None	NA	NA
Chromadorea	Chromadorida	Cyatholaimidae	Paracanthonchus sp.	None	NA	NA
Chromadorea	Chromadorida	Cyatholaimidae	Unidentified sp. 1	None	NA	NA
Chromadorea	Chromadorida	Cyatholaimidae	Xyzzors sp. 1	None	NA	NA
Chromadorea	Chromadorida	Cyatholaimidae	Xyzzors sp. 2	None	NA	NA
Chromadorea	Chromadorida	Neotonchidae	Neotonchoides sp.	None	NA	NA
Chromadorea	Chromadorida	Neotonchidae	Unidentified sp.	None	NA	NA
Chromadorea	Chromadorida	Selachinematidae	Cobbionema sp.	None	NA	NA
Chromadorea	Chromadorida	Selachinematidae	Richtersia sp.	None	NA	NA
Chromadorea	Chromadorida	Unidentified	Unidentified sp.	None	NA	NA
Chromadorea	Chromodorida	Chromadoridae	Unidentified sp. 2	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Croconema sp.	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Desmodora sp. 1	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Desmodora sp. 2	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Desmodora sp. 3	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Metachromadora sp. 1	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Metachromadora sp. 2	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Paradesmodora sp.	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Pseudodesmodora sp.	None	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Unidentified sp. 1	The hairy nematode from Bocas	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Unidentified sp. 2	NA	NA	NA
Chromadorea	Desmodorida	Desmodoridae	Unidentified sp. 3	NA	NA	NA
Chromadorea	Desmodorida	Draconematidae	Dracognomus sp.	None	NA	NA
Chromadorea	Desmodorida	Microlaimidae	Unidentified sp.	None	NA	NA
Chromadorea	Desmscolecida	Desmoscolecidae	Tricoma sp.	None	NA	NA
Chromadorea	Monhysterida	Linhomoeidae	Unidentified sp. 1	None	NA	NA
Chromadorea	Monhysterida	Linhomoeidae	Unidentified sp. 2	None	NA	NA
Chromadorea	Monhysterida	Monhysteridae	Unidentified sp.	None	NA	NA
Chromadorea	Monhysterida	Siphonolaimidae	Unidentified sp.	None	NA	NA
Chromadorea	Monhysterida	Xyalidae	Pseudosteineria sp.	None	NA	NA
Chromadorea	Monhysterida	Xyalidae	Unidentified sp. 1	None	NA	NA
Chromadorea	Monhysterida	Xyalidae	Unidentified sp. 2	None	NA	NA
Chromadorea	Monhysterida	Xyalidae	Unidentified sp. 3	None	NA	NA
Enoplea	Enoplida	Anticomidae	Unidentified sp.	None	NA	NA
Enoplea	Enoplida	Bolbellidae	Unidentified sp.	None	NA	NA
Enoplea	Enoplida	Enchelidiidae	Eurystomina sp.	None	NA	NA
Enoplea	Enoplida	Enchelidiidae	Symplocostoma sp.	None	NA	NA
Enoplea	Enoplida	Oncholaimidae	Metoncholaimus sp.	NA	NA	NA
Enoplea	Enoplida	Oncholaimidae	Mononcholaimus sp.	NA	NA	NA
Enoplea	Enoplida	Oncholaimidae	Pseudoncholaimus sp.	None	NA	NA
Enoplea	Enoplida	Oncholaimidae	Unidentified sp.	None	NA	NA
Enoplea	Enoplida	Oncholaimidae	Viscosia sp.	None	NA	NA
Enoplea	Enoplida	Oxystominidae	Nemanema sp.	NA	NA	NA
Enoplea	Enoplida	Oxystominidae	Oxystomina sp.	None	NA	NA
Enoplea	Enoplida	Oxystominidae	Thalassolaimus sp.	NA	NA	NA
Enoplea	Enoplida	Thoracostomopsidae	Epacanthion sp.	NA	NA	NA
Enoplea	Enoplida	Thoracostomopsidae	Mesacanthion sp.	None	NA	NA
Enoplea	Enoplida	Thoracostomopsidae	Mesacanthoides sp.	None	NA	NA
Enoplea	Enoplida	Thoracostomopsidae	Trileptium sp.	NA	NA	NA
Anopla	Palaeonemertea	Cephalothricidae	Cephalothrix sp.	NA	NA	NA
Anopla	Palaeonemertea	Tubulanidae	Tubulanus rhabdotus	NA	553119	553119
Anopla	Palaeonemertea	Tubulanidae	Tubulanus riceae	NA	NA	NA
Enopla	Hoplonemertea	Amphiporidae	Carcinonemertes spp.	NA	NA	NA
Enopla	Hoplonemertea	Cratenemertidae	Cratenemertid spp.	NA	NA	NA
Enopla	Hoplonemertea	Monostilifera	Monostilifera sp.	NA	NA	NA
Enopla	Hoplonemertea	Monostilifera	Tetrastemma herthae	NA	NA	NA
Enopla	Hoplonemertea	Monostilifera	Zygonemertes virescens	NA	57554	57554
Enopla	Hoplonemertea	Reptantia	Reptantic spp.	NA	NA	NA
Pilidiophora	Heteronemertea	Baseodiscidae	Baseodiscus delineatus	NA	204267	204267
Pilidiophora	Heteronemertea	Baseodiscidae	Baseodiscus sp.	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura chlorapardalis	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura ignea	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura rubramaculosa	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura sp. 1	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura sp. 2	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura sp. 3	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura sp. 4	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Micrura sp. 5	NA	NA	NA
Pilidiophora	Heteronemertea	Lineidae	Notospermus sp.	NA	NA	NA
Cyclorhagida	Conchorhagae	Semnoderidae	Semnoderes cf. pacificus	NA	NA	NA
Cyclorhagida	Cyclorhagae	Centroderidae	Centroderes nov. sp.	NA	NA	NA
Cyclorhagida	Cyclorhagae	Centroderidae	Centroderes spinosus	NA	204355	204355
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes bermudensis	NA	705212	705212
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes collinae	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes intermedius	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes sp. 1	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes sp. 2	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes sp. 3	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes sp. 4	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes spinifurca	NA	NA	NA
Cyclorhagida	Cyclorhagae	Echinoderidae	Echinoderes truncatus	NA	705165	705165
Cyclorhagida	Cyclorhagida	Cephalorhynchidae	Cephalorhyncha sp. 1	NA	NA	NA
Homalorhagida	Homalorhagae	Pycnophyidae	Kinorhynchus sp.	NA	NA	NA
Homalorhagida	Homalorhagae	Pycnophyidae	Pychnophyes beaufortensis	NA	NA	NA
Monogononta	Ploima	Brachionidae	Plationus patulus	NA	NA	NA
Monogononta	Ploima	Brachionidae	Platyias quadricornis	NA	58563	58563
Monogononta	Ploima	Dicranophoridae	Dicranophorus forcipatus	NA	59202	59202
Monogononta	Ploima	Epiphanidae	Microcodides chlaena	NA	NA	NA
Monogononta	Ploima	Euchlanidae	Beauchampiella eudactylota	NA	59387	59387
Monogononta	Ploima	Euchlanidae	Dipleuchlanis propatula	NA	58606	58606
Monogononta	Ploima	Euchlanidae	Euchlanis incisa	NA	58593	58593
Monogononta	Ploima	Lecanidae	Lecane bulla	NA	58648	58648
Monogononta	Ploima	Lindiidae	Lindia torulosa	NA	NA	NA
Monogononta	Ploima	Microcodidae	Microcodon clavus	NA	59294	59294
